# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
165.605        	U              	(-1.89022904e-02 -9.43379447e-01 -4.66163088e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.23957116e+00 5.11151301e-01 1.39162929e-19)	(3.98200656e+00 -1.03755101e+00 0.00000000e+00)
165.661        	p              	-9.48995965e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60554055e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
165.661        	U              	(1.56104516e-01 -3.69826925e-01 -5.05720860e-19)	(3.68914687e+00 3.52530538e-01 0.00000000e+00)	(1.24010243e+00 4.95370844e-01 1.34541996e-19)	(3.98200656e+00 -1.03755101e+00 0.00000000e+00)
165.716        	p              	-9.48375894e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60643671e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
165.716        	U              	(1.68183594e-02 -9.38848347e-01 -5.38672584e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.25885240e+00 4.92498857e-01 2.10423331e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
165.772        	p              	-9.47679680e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60692243e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
165.772        	U              	(3.57263006e-02 -9.35609164e-01 -5.72533521e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.25999964e+00 4.93157111e-01 2.10784097e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
165.828        	p              	-9.46570806e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60796433e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
165.828        	U              	(5.50761249e-02 -9.31831564e-01 -6.06746781e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.26105230e+00 4.93803495e-01 2.11440530e-19)	(-5.92566610e-01 1.28544554e+00 -2.49642909e-17)
165.883        	p              	-9.44985660e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60715736e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
165.883        	U              	(7.47659885e-02 -9.27500241e-01 -6.30659228e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.40072598e+00 3.27357387e-01 6.57634326e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
165.939        	p              	-9.43593470e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60552550e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
165.939        	U              	(9.44973351e-02 -9.22510278e-01 -6.58492728e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.33838832e+00 3.75514401e-01 2.58022586e-19)	(-4.07298432e-01 1.44381738e+00 0.00000000e+00)
165.994        	p              	-9.41287456e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60603816e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
165.994        	U              	(1.14058785e-01 -9.17069838e-01 -6.86673529e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.50290034e+00 1.43317871e-01 5.96591217e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
166.049        	p              	-9.39494843e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60175635e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.049        	U              	(1.33365049e-01 -9.11369300e-01 -7.16089535e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.50356278e+00 1.44185586e-01 5.94810327e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
166.105        	p              	-9.36882886e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.60093587e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.105        	U              	(1.52243887e-01 -9.05583318e-01 -7.42301927e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.50860649e+00 2.05901443e-01 4.63693032e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
166.16         	p              	-9.34104201e-01	(-4.06193375e-02 1.03340804e+00 0.00000000e+00)	5.59797778e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.16         	U              	(1.70481101e-01 -8.99748690e-01 -7.70517918e-19)	(2.66190925e+00 1.04815120e-01 2.22269931e-17)	(1.40195370e+00 3.29739493e-01 6.49249071e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
166.215        	p              	-9.30806885e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.59932867e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.215        	U              	(-1.25563679e-01 -7.30684065e-01 -5.69109851e-19)	(2.52252992e+00 -2.98953044e-01 -1.16567404e-17)	(1.40164039e+00 3.30202668e-01 6.47173382e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
166.271        	p              	-9.27730151e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.59630704e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.271        	U              	(4.21932640e-01 -9.06648723e-01 -3.72625038e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.40114776e+00 3.30660781e-01 6.43698729e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
166.326        	p              	-9.24731749e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.59218417e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.326        	U              	(9.21745291e-02 -9.19459663e-01 -3.91340541e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.34172670e+00 3.79693679e-01 2.53056780e-19)	(-4.07298432e-01 1.44381738e+00 0.00000000e+00)
166.381        	p              	-9.20595370e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.58998692e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.381        	U              	(1.05070054e-01 -9.14851757e-01 -4.21165645e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.34179404e+00 3.80311248e-01 2.52323528e-19)	(-4.07298432e-01 1.44381738e+00 0.00000000e+00)
166.436        	p              	-9.16992635e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.58507532e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.436        	U              	(1.17918886e-01 -9.10107199e-01 -4.52212898e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.34176302e+00 3.80933819e-01 2.51554963e-19)	(-4.07298432e-01 1.44381738e+00 0.00000000e+00)
166.491        	p              	-9.12410261e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.58239386e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.491        	U              	(4.82652418e-01 -9.07871352e-01 -4.09261955e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.34162876e+00 3.81559545e-01 2.50702498e-19)	(-4.07298432e-01 1.44381738e+00 0.00000000e+00)
166.546        	p              	-9.07960514e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.57859081e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.546        	U              	(4.96296126e-01 -9.07518803e-01 -4.16715797e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.39614969e+00 3.32935093e-01 6.29501707e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
166.601        	p              	-9.03187616e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.57529037e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.601        	U              	(5.09494649e-01 -9.06297302e-01 -4.22752253e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.50524168e+00 2.15025944e-01 4.40241918e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
166.657        	p              	-8.98061753e-01	(-1.21582612e-01 1.02709282e+00 0.00000000e+00)	5.57148249e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.657        	U              	(5.22306765e-01 -9.03921878e-01 -4.28519331e-19)	(2.77852311e+00 3.29315814e-01 0.00000000e+00)	(1.50413360e+00 2.16220502e-01 4.37099026e-19)	(5.23566263e-02 1.33115644e+00 0.00000000e+00)
166.712        	p              	-8.93767135e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.56935770e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.712        	U              	(1.78426274e-01 -8.82937025e-01 -5.71875660e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.39112056e+00 3.34233185e-01 6.19085537e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
166.767        	p              	-8.92148116e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.56589872e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.767        	U              	(1.89194152e-01 -8.77246959e-01 -5.93251887e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.38910772e+00 3.34645286e-01 6.15256610e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
166.822        	p              	-8.90502167e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.56611176e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.822        	U              	(1.99371544e-01 -8.71452565e-01 -6.13391394e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.38693127e+00 3.35044037e-01 6.11287402e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
166.877        	p              	-8.89217121e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.55975832e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.877        	U              	(2.08910943e-01 -8.65488868e-01 -6.33682627e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.15302656e+00 5.02812121e-01 9.88723646e-19)	(-3.82506478e-01 1.03680493e+00 -1.23402532e-17)
166.932        	p              	-8.87504478e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.55652013e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.932        	U              	(2.17823116e-01 -8.59333593e-01 -6.51828789e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.49492103e+00 1.65686051e-01 5.44451970e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
166.988        	p              	-8.85553260e-01	(2.06331657e+00 2.44486796e-01 0.00000000e+00)	5.55287825e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
166.988        	U              	(2.26142139e-01 -8.52926784e-01 -6.72751404e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.49322612e+00 1.67406674e-01 5.41295244e-19)	(1.66357433e-01 1.40459629e+00 -7.82047486e-18)
167.043        	p              	-8.85436995e-01	(2.17191578e+00 2.57367482e-01 -2.42177343e-17)	5.54777302e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.043        	U              	(2.33846003e-01 -8.46259488e-01 -6.91281418e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.37811995e+00 2.77933369e-01 3.49839456e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
167.098        	p              	-8.84987193e-01	(2.17191578e+00 2.57367482e-01 -2.42177343e-17)	5.54707943e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.098        	U              	(2.40961231e-01 -8.39306205e-01 -7.08073068e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.37699369e+00 2.79001217e-01 3.47570273e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
167.154        	p              	-8.83681338e-01	(2.17191578e+00 2.57367482e-01 -2.42177343e-17)	5.54374567e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.154        	U              	(2.47453681e-01 -8.31987259e-01 -7.26957707e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.37577493e+00 2.80077998e-01 3.45255309e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
167.209        	p              	-8.81956376e-01	(2.17191578e+00 2.57367482e-01 -2.42177343e-17)	5.53925318e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.209        	U              	(2.53338001e-01 -8.24203515e-01 -7.45162643e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.37446727e+00 2.81163818e-01 3.42874019e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
167.264        	p              	-8.79238507e-01	(2.17191578e+00 2.57367482e-01 -2.42177343e-17)	5.53941874e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.264        	U              	(2.58668274e-01 -8.15785996e-01 -7.61637678e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.36404632e+00 3.37553080e-01 5.77869010e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
167.32         	p              	-8.77720547e-01	(2.17191578e+00 2.57367482e-01 -2.42177343e-17)	5.53320399e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.32         	U              	(2.63526712e-01 -8.06523979e-01 -7.78288716e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.36054132e+00 3.37800431e-01 5.74222147e-19)	(-1.38518882e-01 1.16988517e+00 -1.04771484e-17)
167.376        	p              	-8.74744465e-01	(2.17191578e+00 2.57367482e-01 -2.42177343e-17)	5.53077053e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.376        	U              	(2.67887043e-01 -7.96330497e-01 -7.93228878e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.23040272e+00 6.41332786e-01 4.15362034e-19)	(-6.12939168e-01 1.09458582e+00 -1.02513368e-17)
167.431        	p              	-8.73340588e-01	(2.28455020e+00 2.70726798e-01 -1.46255440e-17)	5.52732309e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.431        	U              	(2.67087014e-01 -7.50002557e-01 -2.90025289e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.23456661e+00 5.24416283e-01 1.56031484e-19)	(5.46184140e+00 -1.24995682e+00 1.93840066e-17)
167.487        	p              	-8.70476761e-01	(2.28455020e+00 2.70726798e-01 -1.46255440e-17)	5.52681418e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.487        	U              	(2.75188049e-01 -7.72602766e-01 -8.19599285e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.24296560e+00 5.17838010e-01 1.60820466e-19)	(5.46184140e+00 -1.24995682e+00 1.93840066e-17)
167.543        	p              	-8.67758998e-01	(2.28455020e+00 2.70726798e-01 -1.46255440e-17)	5.52450641e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.543        	U              	(2.78133646e-01 -7.58916108e-01 -8.28526987e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.36479360e+00 2.87856669e-01 3.29516682e-19)	(-1.86683358e-01 1.57596711e+00 2.82577808e-17)
167.599        	p              	-8.65563103e-01	(2.28455020e+00 2.70726798e-01 -1.46255440e-17)	5.52155405e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.599        	U              	(2.80592068e-01 -7.43952137e-01 -8.36829651e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.42236125e+00 4.08428284e-01 1.49585117e-19)	(-2.60174967e-01 1.30751857e+00 -1.01600534e-17)
167.655        	p              	-8.62945307e-01	(2.28455020e+00 2.70726798e-01 -1.46255440e-17)	5.51825500e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.655        	U              	(2.82654992e-01 -7.27630732e-01 -8.41411349e-19)	(2.92862647e+00 -1.15329165e-01 0.00000000e+00)	(1.26298966e+00 4.90711383e-01 1.71690862e-19)	(5.46184140e+00 -1.24995682e+00 1.93840066e-17)
167.711        	p              	-8.58837658e-01	(2.28455020e+00 2.70726798e-01 -1.46255440e-17)	5.51578201e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.711        	U              	(2.70534519e-01 -7.11373932e-01 -3.09455725e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.34743306e+00 4.90132801e-01 2.20513484e-19)	(-3.19909090e-01 1.13417590e+00 2.16922058e-17)
167.767        	p              	-8.59133118e-01	(2.29660709e+00 9.04148698e-02 0.00000000e+00)	5.50766984e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.767        	U              	(2.72532791e-01 -7.01021961e-01 -3.12107195e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.34386379e+00 4.89813485e-01 2.19267216e-19)	(-3.19909090e-01 1.13417590e+00 2.16922058e-17)
167.824        	p              	-8.51288195e-01	(2.40136975e+00 2.84582525e-01 -2.77389728e-17)	5.50427431e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.824        	U              	(2.74404219e-01 -6.90216644e-01 -3.14611376e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.34019066e+00 4.89439969e-01 2.18472621e-19)	(-3.19909090e-01 1.13417590e+00 2.16922058e-17)
167.88         	p              	-8.47991958e-01	(2.40136975e+00 2.84582525e-01 -2.77389728e-17)	5.50532579e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.88         	U              	(2.75981821e-01 -6.79151492e-01 -3.15258884e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.33642733e+00 4.89024834e-01 2.17286550e-19)	(-3.19909090e-01 1.13417590e+00 2.16922058e-17)
167.936        	p              	-8.45112440e-01	(2.40136975e+00 2.84582525e-01 -2.77389728e-17)	5.50600553e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.936        	U              	(2.77187125e-01 -6.67857337e-01 -3.17007999e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.21381587e+00 4.85171955e-01 2.36572410e-19)	(5.97043842e+00 -1.45802843e+00 0.00000000e+00)
167.993        	p              	-8.42923973e-01	(2.40136975e+00 2.84582525e-01 -2.77389728e-17)	5.50325599e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
167.993        	U              	(2.77933054e-01 -6.56290743e-01 -3.20155041e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.22569455e+00 4.83264504e-01 2.50418080e-19)	(5.97043842e+00 -1.45802843e+00 0.00000000e+00)
168.05         	p              	-8.41565418e-01	(2.41396005e+00 9.50409372e-02 0.00000000e+00)	5.50289394e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
168.05         	U              	(2.78180791e-01 -6.44574462e-01 -3.21376429e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.23738403e+00 4.80549309e-01 2.64709197e-19)	(5.97043842e+00 -1.45802843e+00 0.00000000e+00)
168.107        	p              	-8.31512867e-01	(2.40136975e+00 2.84582525e-01 -2.77389728e-17)	5.50416266e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
168.107        	U              	(2.77799150e-01 -6.32644760e-01 -3.23559888e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.24880358e+00 4.76878994e-01 2.80678426e-19)	(5.97043842e+00 -1.45802843e+00 0.00000000e+00)
168.163        	p              	-8.25731748e-01	(2.40136975e+00 2.84582525e-01 -2.77389728e-17)	5.50303910e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
168.163        	U              	(2.76859282e-01 -6.20518592e-01 -3.26146530e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.25976433e+00 4.72117767e-01 2.95593113e-19)	(5.97043842e+00 -1.45802843e+00 0.00000000e+00)
168.22         	p              	-8.22827522e-01	(2.52252992e+00 2.98953044e-01 1.16567404e-17)	5.50328450e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
168.22         	U              	(4.82628938e-01 -7.18154186e-01 -1.89641818e-19)	(4.21899350e+00 -1.03679586e+00 3.40797400e-17)	(1.27011538e+00 4.66125980e-01 3.09695644e-19)	(5.97043842e+00 -1.45802843e+00 0.00000000e+00)
168.278        	p              	-8.18668501e-01	(2.52252992e+00 2.98953044e-01 1.16567404e-17)	5.49786224e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
168.278        	U              	(4.79407189e-01 -7.14157068e-01 -1.84646016e-19)	(4.21899350e+00 -1.03679586e+00 3.40797400e-17)	(1.27977634e+00 4.58760138e-01 3.24761833e-19)	(5.97043842e+00 -1.45802843e+00 0.00000000e+00)
168.335        	p              	-8.17710156e-01	(2.53567343e+00 9.98389034e-02 7.79495179e-19)	5.49763020e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
168.335        	U              	(2.70582144e-01 -5.82288573e-01 -3.35394167e-19)	(3.60349161e+00 -8.14681346e-01 0.00000000e+00)	(1.28853091e+00 4.49957217e-01 3.38398823e-19)	(5.97043842e+00 -1.45802843e+00 0.00000000e+00)
168.392        	p              	-8.07242911e-01	(2.52252992e+00 2.98953044e-01 1.16567404e-17)	5.49985019e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
168.392        	U              	(4.77815261e-01 -7.00437432e-01 -1.74982454e-19)	(4.21899350e+00 -1.03679586e+00 3.40797400e-17)	(1.29627784e+00 4.39543115e-01 3.50997485e-19)	(5.97043842e+00 -1.45802843e+00 0.00000000e+00)
168.45         	p              	-8.02475808e-01	(2.52252992e+00 2.98953044e-01 1.16567404e-17)	5.49996100e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
168.45         	U              	(4.78479536e-01 -6.91566903e-01 -1.70530129e-19)	(4.21899350e+00 -1.03679586e+00 3.40797400e-17)	(1.27179681e+00 5.49754389e-01 1.21157858e-19)	(-4.07913065e-01 1.10565840e+00 1.12326279e-17)
168.507        	p              	-7.95128428e-01	(2.52252992e+00 2.98953044e-01 1.16567404e-17)	5.50268314e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
168.507        	U              	(6.12361623e-01 -6.84045841e-01 -2.19861309e-19)	(5.09984634e+00 -5.82347662e-01 0.00000000e+00)	(1.28978322e+00 4.82976585e-01 2.04343396e-19)	(-3.19909090e-01 1.13417590e+00 2.16922058e-17)
168.565        	p              	-7.91293371e-01	(2.64819196e+00 3.13857548e-01 3.36755811e-17)	5.50469185e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
