# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
5.27523150e+01	U              	(3.69130667e-01 -5.31351062e-01 -5.17755391e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24356354e+00 9.13546760e-02 1.02799660e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.28218418e+01	p              	-4.38227191e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40410087e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.28218418e+01	U              	(3.69116145e-01 -5.31331940e-01 -5.17734964e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24340510e+00 9.10380676e-02 1.02806701e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.28913718e+01	p              	-4.37840121e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40405041e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.28913718e+01	U              	(3.69101481e-01 -5.31312542e-01 -5.17716475e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24324980e+00 9.07247559e-02 1.02820256e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.29609050e+01	p              	-4.37349790e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40411474e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.29609050e+01	U              	(3.69086739e-01 -5.31292997e-01 -5.17699109e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24309783e+00 9.04149727e-02 1.02849409e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.30304415e+01	p              	-4.37076997e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40414258e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.30304415e+01	U              	(3.69071935e-01 -5.31273333e-01 -5.17681373e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24294863e+00 9.01068655e-02 1.02855301e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.30999813e+01	p              	-4.36747782e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40412871e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.30999813e+01	U              	(3.69056985e-01 -5.31253400e-01 -5.17661243e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24280288e+00 8.98006173e-02 1.02878681e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.31695243e+01	p              	-4.36310251e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40406712e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.31695243e+01	U              	(3.69041840e-01 -5.31233094e-01 -5.17640357e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24266015e+00 8.94961967e-02 1.02903797e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.32390707e+01	p              	-4.35960170e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40408450e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.32390707e+01	U              	(3.69026492e-01 -5.31212401e-01 -5.17619564e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24252058e+00 8.91931228e-02 1.02922469e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.33086204e+01	p              	-4.35794554e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40411384e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.33086204e+01	U              	(3.69010984e-01 -5.31191404e-01 -5.17599790e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24238397e+00 8.88917068e-02 1.02943216e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.33781734e+01	p              	-4.35473133e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40413626e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.33781734e+01	U              	(3.68995321e-01 -5.31170104e-01 -5.17579379e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24224924e+00 8.85917590e-02 1.02958198e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.34477298e+01	p              	-4.35115326e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40432912e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.34477298e+01	U              	(3.68979463e-01 -5.31148435e-01 -5.17557786e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24211633e+00 8.82942192e-02 1.02993487e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.35172896e+01	p              	-4.34808810e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40395149e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.35172896e+01	U              	(3.68963499e-01 -5.31126540e-01 -5.17538623e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24198433e+00 8.79980003e-02 1.03000923e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.35868529e+01	p              	-4.34462194e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40391994e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.35868529e+01	U              	(3.68947405e-01 -5.31104383e-01 -5.17517870e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24185303e+00 8.77028043e-02 1.03014405e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.36564195e+01	p              	-4.34119754e-01	(6.14432554e+00 1.03066097e+00 0.00000000e+00)	5.40390687e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.36564195e+01	U              	(3.68931146e-01 -5.31081905e-01 -5.17496339e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24172237e+00 8.74086898e-02 1.03036226e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.37259896e+01	p              	-4.33826602e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40389539e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.37259896e+01	U              	(3.68914733e-01 -5.31059128e-01 -5.17475286e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24159238e+00 8.71157638e-02 1.03064939e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.37955631e+01	p              	-4.33830072e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40388353e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.37955631e+01	U              	(3.68898191e-01 -5.31036096e-01 -5.17454575e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24146325e+00 8.68240502e-02 1.03097781e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.38651401e+01	p              	-4.33814298e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40387662e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.38651401e+01	U              	(3.68881483e-01 -5.31012743e-01 -5.17432469e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24133513e+00 8.65334786e-02 1.03132629e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.39347206e+01	p              	-4.33819606e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40386295e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.39347206e+01	U              	(3.68864619e-01 -5.30989081e-01 -5.17410800e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24120820e+00 8.62440920e-02 1.03172036e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.40043047e+01	p              	-4.33827440e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40385283e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.40043047e+01	U              	(3.68847605e-01 -5.30965122e-01 -5.17389015e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24108277e+00 8.59559011e-02 1.03214040e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.40738922e+01	p              	-4.33836366e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40384310e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.40738922e+01	U              	(3.68830442e-01 -5.30940869e-01 -5.17367035e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24095919e+00 8.56688775e-02 1.03258194e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.41434833e+01	p              	-4.33846343e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40383388e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.41434833e+01	U              	(3.68813129e-01 -5.30916316e-01 -5.17344824e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24083776e+00 8.53829413e-02 1.03303998e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.42130780e+01	p              	-4.33856234e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40382664e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.42130780e+01	U              	(3.68795659e-01 -5.30891452e-01 -5.17322266e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24071872e+00 8.50979327e-02 1.03350504e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.42826762e+01	p              	-4.33897150e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40386308e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.42826762e+01	U              	(3.68778073e-01 -5.30866350e-01 -5.17300749e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24060219e+00 8.48139183e-02 1.03403402e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.43522781e+01	p              	-4.33958238e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40392211e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.43522781e+01	U              	(3.68760339e-01 -5.30840958e-01 -5.17277802e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24048815e+00 8.45306238e-02 1.03454108e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.44218835e+01	p              	-4.33898029e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40372513e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.44218835e+01	U              	(3.68742456e-01 -5.30815256e-01 -5.17254852e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24037703e+00 8.42480458e-02 1.03511222e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.44914926e+01	p              	-4.33845130e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40372239e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.44914926e+01	U              	(3.68724476e-01 -5.30789351e-01 -5.17233395e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28266431e+00 5.68120855e-02 6.97608838e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.45611054e+01	p              	-4.33865521e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40370322e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.45611054e+01	U              	(3.68706391e-01 -5.30763224e-01 -5.17210906e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28243254e+00 5.71223709e-02 6.95693821e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.46307217e+01	p              	-4.33887180e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40368202e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.46307217e+01	U              	(3.68688178e-01 -5.30736835e-01 -5.17187866e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28219882e+00 5.74291518e-02 6.93772103e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.47003418e+01	p              	-4.33910945e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40365302e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.47003418e+01	U              	(3.68669832e-01 -5.30710170e-01 -5.17164743e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28196327e+00 5.77324407e-02 6.91850244e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.47699655e+01	p              	-4.33944255e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40357784e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.47699655e+01	U              	(3.68651356e-01 -5.30683231e-01 -5.17141566e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28172599e+00 5.80321505e-02 6.89940926e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.48395929e+01	p              	-4.33951442e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40366473e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.48395929e+01	U              	(3.68632726e-01 -5.30655982e-01 -5.17117622e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28148693e+00 5.83283408e-02 6.88005681e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.49092240e+01	p              	-4.33942945e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40369410e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.49092240e+01	U              	(3.68613966e-01 -5.30628467e-01 -5.17094398e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28124609e+00 5.86209803e-02 6.86071443e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.49788589e+01	p              	-4.33937217e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40364130e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.49788589e+01	U              	(3.68595103e-01 -5.30600731e-01 -5.17071450e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28100353e+00 5.89099422e-02 6.84151663e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.50484974e+01	p              	-4.33925444e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40357824e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.50484974e+01	U              	(3.68576154e-01 -5.30572801e-01 -5.17048591e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28075928e+00 5.91951056e-02 6.82240402e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.51181397e+01	p              	-4.33958334e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40354270e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.51181397e+01	U              	(3.68557092e-01 -5.30544631e-01 -5.17024730e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28051350e+00 5.94762963e-02 6.80350720e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.51877858e+01	p              	-4.34028339e-01	(5.83820770e+00 -1.03163639e+00 0.00000000e+00)	5.40344414e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.51877858e+01	U              	(3.68537921e-01 -5.30516216e-01 -5.17001069e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28026610e+00 5.97534391e-02 6.78461703e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.52574355e+01	p              	-4.34037194e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40354924e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.52574355e+01	U              	(3.68518674e-01 -5.30487626e-01 -5.16978282e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28001608e+00 6.00267417e-02 6.76519012e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.53270891e+01	p              	-4.34109097e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40367914e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.53270891e+01	U              	(3.68499319e-01 -5.30458806e-01 -5.16954138e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27976341e+00 6.02960372e-02 6.74605472e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.53967464e+01	p              	-4.34220342e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40366231e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.53967464e+01	U              	(3.68479831e-01 -5.30429709e-01 -5.16929559e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27950997e+00 6.05615327e-02 6.72623844e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.54664075e+01	p              	-4.34352928e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40363742e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.54664075e+01	U              	(3.68460245e-01 -5.30400398e-01 -5.16906016e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27925586e+00 6.08226667e-02 6.70789290e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.55360724e+01	p              	-4.34475834e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40360454e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.55360724e+01	U              	(3.68440567e-01 -5.30370880e-01 -5.16882097e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27900110e+00 6.10794162e-02 6.68937312e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.56057399e+01	p              	-4.34564217e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40359302e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.56057399e+01	U              	(3.68420777e-01 -5.30341113e-01 -5.16852953e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27874599e+00 6.13326190e-02 6.66900489e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.56754082e+01	p              	-4.34660488e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40357243e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.56754082e+01	U              	(3.68400891e-01 -5.30311122e-01 -5.16817245e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27848992e+00 6.15820577e-02 6.64944509e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.57450774e+01	p              	-4.34778249e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40343668e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.57450774e+01	U              	(3.68380959e-01 -5.30280992e-01 -5.16781231e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27823242e+00 6.18263413e-02 6.63264387e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.58147475e+01	p              	-4.34888488e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40353945e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.58147475e+01	U              	(3.68360934e-01 -5.30250644e-01 -5.16743318e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27797371e+00 6.20659369e-02 6.61409361e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.58844184e+01	p              	-4.35041440e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40355881e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.58844184e+01	U              	(3.68340800e-01 -5.30220055e-01 -5.16705337e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27771369e+00 6.23017108e-02 6.59404778e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.59540901e+01	p              	-4.35172904e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40353676e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.59540901e+01	U              	(3.68320613e-01 -5.30189318e-01 -5.16668692e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27745304e+00 6.25323355e-02 6.57729812e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.60237626e+01	p              	-4.35205089e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40346844e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.60237626e+01	U              	(3.68300323e-01 -5.30158340e-01 -5.16629891e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27719246e+00 6.27576106e-02 6.56033202e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.60934358e+01	p              	-4.35269386e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40340624e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.60934358e+01	U              	(3.68279939e-01 -5.30127138e-01 -5.16591709e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27693171e+00 6.29778903e-02 6.54276137e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.61631098e+01	p              	-4.35387868e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40340776e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.61631098e+01	U              	(3.68259515e-01 -5.30095812e-01 -5.16554695e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27667096e+00 6.31931792e-02 6.52555069e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.62327845e+01	p              	-4.35491563e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40342540e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.62327845e+01	U              	(3.68239075e-01 -5.30064406e-01 -5.16517630e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27640986e+00 6.34038642e-02 6.50769036e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.63024600e+01	p              	-4.35575508e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40343259e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.63024600e+01	U              	(3.68218628e-01 -5.30032941e-01 -5.16480634e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27614801e+00 6.36101707e-02 6.48977738e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.63721361e+01	p              	-4.35658193e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40341163e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.63721361e+01	U              	(3.68198144e-01 -5.30001353e-01 -5.16442562e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27588667e+00 6.38115615e-02 6.47311525e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.64418130e+01	p              	-4.35755384e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40338903e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.64418130e+01	U              	(3.68177641e-01 -5.29969677e-01 -5.16405354e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27562553e+00 6.40080328e-02 6.45629730e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.65114905e+01	p              	-4.35844260e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40338052e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.65114905e+01	U              	(3.68157127e-01 -5.29937930e-01 -5.16368082e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27536422e+00 6.41998650e-02 6.43909739e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.65811687e+01	p              	-4.35896615e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40362353e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
5.65811687e+01	U              	(3.68136611e-01 -5.29906134e-01 -5.16331011e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27510302e+00 6.43874347e-02 6.42139254e-20)	(4.91267890e+00 3.09510115e+00 3.26453198e-17)
5.66508476e+01	p              	-4.35977597e-01	(6.14432554e+00 -1.03066097e+00 0.00000000e+00)	5.40365116e-01	(-1.03340804e+00 -4.06193375e-02 -1.52065714e-17)
