# Field minima and maxima
# Time         	field          	min            	location(min)  	max            	location(max)  
4.84472469e+01	p              	-4.54164432e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40442932e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.84472469e+01	U              	(3.69814304e-01 -5.32132835e-01 -5.18608322e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28211223e+00 1.14929524e-01 5.76285033e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.85166030e+01	p              	-4.54001786e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40440568e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.85166030e+01	U              	(3.69804673e-01 -5.32122838e-01 -5.18598153e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28187334e+00 1.15213104e-01 5.75179305e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.85859616e+01	p              	-4.53817069e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40440850e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.85859616e+01	U              	(3.69795054e-01 -5.32112860e-01 -5.18587320e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28163291e+00 1.15496167e-01 5.73990142e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.86553228e+01	p              	-4.53642710e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40439352e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.86553228e+01	U              	(3.69785459e-01 -5.32102917e-01 -5.18576963e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28139111e+00 1.15778651e-01 5.72825494e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.87246865e+01	p              	-4.53451921e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40440698e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.87246865e+01	U              	(3.69775861e-01 -5.32092966e-01 -5.18565841e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28114756e+00 1.16060542e-01 5.71620599e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.87940528e+01	p              	-4.53267096e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40440390e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.87940528e+01	U              	(3.69766274e-01 -5.32083033e-01 -5.18555350e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28090245e+00 1.16341731e-01 5.70436094e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.88634217e+01	p              	-4.53082601e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40434539e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.88634217e+01	U              	(3.69756736e-01 -5.32073178e-01 -5.18545691e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28065603e+00 1.16622306e-01 5.69236411e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.89327931e+01	p              	-4.52862792e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40433184e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.89327931e+01	U              	(3.69747244e-01 -5.32063405e-01 -5.18535723e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28040789e+00 1.16902167e-01 5.68004287e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.90021670e+01	p              	-4.52663450e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40432126e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.90021670e+01	U              	(3.69737773e-01 -5.32053671e-01 -5.18525174e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.28015796e+00 1.17181215e-01 5.66772229e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.90715436e+01	p              	-4.52481670e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40433971e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.90715436e+01	U              	(3.69728286e-01 -5.32043907e-01 -5.18513854e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27990626e+00 1.17459316e-01 5.65541344e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.91409226e+01	p              	-4.52257870e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40437397e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.91409226e+01	U              	(3.69718821e-01 -5.32034183e-01 -5.18504016e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27965240e+00 1.17736295e-01 5.64279573e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.92103042e+01	p              	-4.51961420e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40430915e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.92103042e+01	U              	(3.69709322e-01 -5.32024396e-01 -5.18492139e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27939771e+00 1.18012203e-01 5.63088748e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.92796883e+01	p              	-4.51704835e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40424745e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.92796883e+01	U              	(3.69699756e-01 -5.32014480e-01 -5.18479919e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27914264e+00 1.18286996e-01 5.61894630e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.93490750e+01	p              	-4.51492398e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40419972e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.93490750e+01	U              	(3.69690157e-01 -5.32004494e-01 -5.18468844e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27888645e+00 1.18560650e-01 5.60631975e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.94184643e+01	p              	-4.51275933e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40411636e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.94184643e+01	U              	(3.69680569e-01 -5.31994516e-01 -5.18458540e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27862890e+00 1.18833034e-01 5.59374548e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.94878561e+01	p              	-4.51003377e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40434792e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.94878561e+01	U              	(3.69670937e-01 -5.31984472e-01 -5.18446512e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27837008e+00 1.19104386e-01 5.58088854e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.95572504e+01	p              	-4.50762737e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40435541e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.95572504e+01	U              	(3.69661269e-01 -5.31974366e-01 -5.18435055e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27811010e+00 1.19374650e-01 5.56820900e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.96266474e+01	p              	-4.50504789e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40437595e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.96266474e+01	U              	(3.69651555e-01 -5.31964178e-01 -5.18423199e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27784896e+00 1.19643868e-01 5.55540943e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.96960469e+01	p              	-4.50170120e-01	(5.54308129e+00 1.03257678e+00 3.77526124e-17)	5.40448055e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.96960469e+01	U              	(3.69641825e-01 -5.31953967e-01 -5.18412296e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27758638e+00 1.19912108e-01 5.54232339e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.97654489e+01	p              	-4.49980829e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40410477e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.97654489e+01	U              	(3.69632065e-01 -5.31943681e-01 -5.18400366e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27732279e+00 1.20179181e-01 5.52978449e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.98348536e+01	p              	-4.49842126e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40453166e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.98348536e+01	U              	(3.69622239e-01 -5.31933289e-01 -5.18388031e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27705732e+00 1.20445377e-01 5.51611423e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.99042608e+01	p              	-4.49791274e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40423906e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.99042608e+01	U              	(3.69612421e-01 -5.31922898e-01 -5.18377606e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27678978e+00 1.20710440e-01 5.50277461e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
4.99736706e+01	p              	-4.49648212e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40423268e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
4.99736706e+01	U              	(3.69602570e-01 -5.31912451e-01 -5.18365571e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.27652061e+00 1.20974284e-01 5.48965408e-20)	(3.80660725e+00 2.62662210e+00 0.00000000e+00)
5.00430831e+01	p              	-4.49525529e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40423725e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.00430831e+01	U              	(3.69592660e-01 -5.31901896e-01 -5.18353143e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25934362e+00 1.29543928e-01 5.98182704e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.01124981e+01	p              	-4.49364442e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40421379e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.01124981e+01	U              	(3.69582646e-01 -5.31891148e-01 -5.18339633e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25898605e+00 1.29800149e-01 5.96565528e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.01819157e+01	p              	-4.49176554e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40422813e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.01819157e+01	U              	(3.69572538e-01 -5.31880225e-01 -5.18326751e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25862739e+00 1.30054742e-01 5.94920013e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.02513360e+01	p              	-4.48896304e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40423863e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.02513360e+01	U              	(3.69562374e-01 -5.31869202e-01 -5.18314716e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25826728e+00 1.30307638e-01 5.93244980e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.03207588e+01	p              	-4.48733473e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40424675e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.03207588e+01	U              	(3.69552150e-01 -5.31858070e-01 -5.18302030e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25790583e+00 1.30558800e-01 5.91572604e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.03901844e+01	p              	-4.48546028e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40419617e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.03901844e+01	U              	(3.69541897e-01 -5.31846882e-01 -5.18290191e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25754288e+00 1.30808122e-01 5.89880400e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.04596125e+01	p              	-4.48438405e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40417994e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.04596125e+01	U              	(3.69531575e-01 -5.31835570e-01 -5.18276977e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25717865e+00 1.31055533e-01 5.88193483e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.05290434e+01	p              	-4.48268450e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40416606e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.05290434e+01	U              	(3.69521165e-01 -5.31824095e-01 -5.18263519e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25681320e+00 1.31300939e-01 5.86494781e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.05984769e+01	p              	-4.47884252e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40418132e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.05984769e+01	U              	(3.69510701e-01 -5.31812523e-01 -5.18251190e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25644614e+00 1.31544200e-01 5.84754929e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.06679130e+01	p              	-4.47696223e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40416840e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.06679130e+01	U              	(3.69500160e-01 -5.31800811e-01 -5.18237709e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25607768e+00 1.31785213e-01 5.83024404e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.07373519e+01	p              	-4.47516391e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40405894e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.07373519e+01	U              	(3.69489529e-01 -5.31788929e-01 -5.18224025e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25570803e+00 1.32023822e-01 5.81293168e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.08067935e+01	p              	-4.47255087e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40424699e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.08067935e+01	U              	(3.69478811e-01 -5.31776894e-01 -5.18210583e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25533703e+00 1.32260074e-01 5.79510681e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.08762377e+01	p              	-4.47043260e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40423705e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.08762377e+01	U              	(3.69467985e-01 -5.31764662e-01 -5.18196293e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25496487e+00 1.32493827e-01 5.77741051e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.09456847e+01	p              	-4.46806421e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40422815e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.09456847e+01	U              	(3.69457070e-01 -5.31752268e-01 -5.18182684e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25459157e+00 1.32724900e-01 5.75958537e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.10151345e+01	p              	-4.46572706e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40421679e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.10151345e+01	U              	(3.69446058e-01 -5.31739697e-01 -5.18168510e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25421724e+00 1.32953201e-01 5.74166606e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.10845870e+01	p              	-4.46334422e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40420533e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.10845870e+01	U              	(3.69434945e-01 -5.31726938e-01 -5.18154191e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25384198e+00 1.33178636e-01 5.72365971e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.11540422e+01	p              	-4.46091803e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40419442e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.11540422e+01	U              	(3.69423715e-01 -5.31713966e-01 -5.18139411e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25346590e+00 1.33401110e-01 5.70557187e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.12235003e+01	p              	-4.45847642e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40418313e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.12235003e+01	U              	(3.69412363e-01 -5.31700770e-01 -5.18124479e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25308912e+00 1.33620544e-01 5.68739941e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.12929611e+01	p              	-4.45600764e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40417496e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.12929611e+01	U              	(3.69400885e-01 -5.31687341e-01 -5.18109304e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25271174e+00 1.33836855e-01 5.66915259e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.13624248e+01	p              	-4.45299687e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40416066e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.13624248e+01	U              	(3.69389304e-01 -5.31673718e-01 -5.18094704e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25233371e+00 1.34049907e-01 5.65075668e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.14318913e+01	p              	-4.45022021e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40414316e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.14318913e+01	U              	(3.69377613e-01 -5.31659892e-01 -5.18079511e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25195515e+00 1.34259641e-01 5.63232372e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.15013606e+01	p              	-4.44740134e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40410012e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.15013606e+01	U              	(3.69365811e-01 -5.31645856e-01 -5.18064239e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25157618e+00 1.34465957e-01 5.61386138e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.15708328e+01	p              	-4.44437807e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40412654e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.15708328e+01	U              	(3.69353902e-01 -5.31631628e-01 -5.18049088e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25119696e+00 1.34668743e-01 5.59543270e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.16403079e+01	p              	-4.44118384e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40418491e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.16403079e+01	U              	(3.69341879e-01 -5.31617190e-01 -5.18033460e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25081770e+00 1.34868091e-01 5.57683415e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.17097859e+01	p              	-4.43830250e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40417044e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.17097859e+01	U              	(3.69329735e-01 -5.31602527e-01 -5.18017639e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25043860e+00 1.35063799e-01 5.55848846e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.17792668e+01	p              	-4.43586802e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40417478e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.17792668e+01	U              	(3.69317507e-01 -5.31587706e-01 -5.18002745e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.25005939e+00 1.35255152e-01 5.54060374e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.18487506e+01	p              	-4.43269854e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40418167e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.18487506e+01	U              	(3.69305153e-01 -5.31572649e-01 -5.17986230e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24968028e+00 1.35443096e-01 5.52155244e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.19182373e+01	p              	-4.42929928e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40417905e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.19182373e+01	U              	(3.69292634e-01 -5.31557295e-01 -5.17969067e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24930155e+00 1.35628199e-01 5.50231567e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.19877270e+01	p              	-4.42603779e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40414411e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.19877270e+01	U              	(3.69279958e-01 -5.31541649e-01 -5.17952155e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24892362e+00 1.35810141e-01 5.48391842e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.20572197e+01	p              	-4.42273325e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40408242e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.20572197e+01	U              	(3.69267109e-01 -5.31525681e-01 -5.17934564e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24854617e+00 1.35989101e-01 5.46487375e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.21267154e+01	p              	-4.41954090e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40407657e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.21267154e+01	U              	(3.69254106e-01 -5.31509421e-01 -5.17917388e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24816938e+00 1.36164745e-01 5.44652473e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.21962141e+01	p              	-4.41614093e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40419491e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.21962141e+01	U              	(3.69240925e-01 -5.31492834e-01 -5.17899266e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24779331e+00 1.36337101e-01 5.42806116e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.22657159e+01	p              	-4.41190035e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40420454e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.22657159e+01	U              	(3.69227624e-01 -5.31476027e-01 -5.17882814e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24741748e+00 1.36506155e-01 5.40925318e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.23352207e+01	p              	-4.40846795e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40418873e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.23352207e+01	U              	(3.69214222e-01 -5.31459027e-01 -5.17865962e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24704230e+00 1.36671571e-01 5.39127091e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.24047286e+01	p              	-4.40519051e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40417619e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.24047286e+01	U              	(3.69200684e-01 -5.31441768e-01 -5.17847957e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24666768e+00 1.36833510e-01 5.37279774e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.24742396e+01	p              	-4.40146958e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40416659e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.24742396e+01	U              	(3.69187024e-01 -5.31424280e-01 -5.17830646e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24629358e+00 1.36991939e-01 5.35440593e-20)	(3.80660725e+00 2.41493035e+00 -2.35572261e-17)
5.25437537e+01	p              	-4.39722464e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40410124e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.25437537e+01	U              	(3.69173194e-01 -5.31406472e-01 -5.17811601e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24405470e+00 9.23271855e-02 1.02771611e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.26132710e+01	p              	-4.39313225e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40401033e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.26132710e+01	U              	(3.69159171e-01 -5.31388295e-01 -5.17792230e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24388822e+00 9.19989926e-02 1.02774168e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.26827914e+01	p              	-4.38964727e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40399391e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
5.26827914e+01	U              	(3.69144986e-01 -5.31369813e-01 -5.17773808e-19)	(-9.64179915e-01 -5.39939829e-01 1.23452373e-17)	(1.24372445e+00 9.16747817e-02 1.02783541e-19)	(6.54337800e+00 -2.41493035e+00 0.00000000e+00)
5.27523150e+01	p              	-4.38634600e-01	(5.83820770e+00 1.03163639e+00 0.00000000e+00)	5.40384455e-01	(-1.03340804e+00 4.06193375e-02 1.52084025e-17)
