# Forces       
# CofR         : (0.00000000e+00 0.00000000e+00 0.00000000e+00)
# Time         forces(pressure viscous porous)	moments(pressure viscous porous)
201.568        	((1.24559519e+00 -6.83628176e-01 -3.34534066e-19) (2.34554807e-01 -7.61550891e-02 6.49927287e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((9.09884121e-20 1.92528100e-19 2.91924585e-08) (-1.51782499e-18 2.37945232e-19 2.42780371e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
201.623        	((1.24325016e+00 -6.68776600e-01 -3.34633373e-19) (2.34527259e-01 -7.59256028e-02 6.47669764e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.87090337e-20 1.92194077e-19 2.87348405e-08) (-1.50236906e-18 2.30930117e-19 1.98126145e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
201.679        	((1.24068826e+00 -6.52839078e-01 -3.34237685e-19) (2.34469354e-01 -7.56299541e-02 6.41467406e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.62490472e-20 1.91810709e-19 2.83702833e-08) (-1.48958753e-18 2.25360230e-19 1.52828385e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
201.734        	((1.23819333e+00 -6.37373365e-01 -3.33936647e-19) (2.34384665e-01 -7.52702758e-02 6.23416538e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.38787324e-20 1.91424154e-19 2.81007425e-08) (-1.46997554e-18 2.21046451e-19 1.07419795e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
201.789        	((1.23434681e+00 -6.19533969e-01 -3.33573395e-19) (2.34274687e-01 -7.48199276e-02 6.07419850e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.11526006e-20 1.90821868e-19 2.79252449e-08) (-1.44943451e-18 2.12230500e-19 6.33704438e-04) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
201.844        	((1.23124999e+00 -6.02402386e-01 -3.33222146e-19) (2.34152286e-01 -7.42912906e-02 5.94200777e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.85451751e-20 1.90319179e-19 2.77813609e-08) (-1.42968764e-18 2.00515209e-19 1.90282109e-04) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
201.899        	((1.22783332e+00 -5.83662964e-01 -3.32535773e-19) (2.34012237e-01 -7.36703788e-02 5.80203405e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.56982668e-20 1.89767982e-19 2.76666471e-08) (-1.41172276e-18 1.88157935e-19 -2.42942091e-04) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
201.954        	((1.22446763e+00 -5.64730920e-01 -3.31797018e-19) (2.33858377e-01 -7.29705424e-02 5.63983271e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((7.28247833e-20 1.89211101e-19 2.75699425e-08) (-1.39580846e-18 1.77117701e-19 -6.74141811e-04) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.01         	((1.22058363e+00 -5.45751217e-01 -3.31372717e-19) (2.33685251e-01 -7.21942558e-02 5.47783259e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.99541281e-20 1.88561618e-19 2.75202185e-08) (-1.38058618e-18 1.65430346e-19 -1.09085944e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.065        	((1.21662966e+00 -5.26200453e-01 -3.30845171e-19) (2.33490650e-01 -7.13494754e-02 5.32516090e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.70031436e-20 1.87891653e-19 2.75261683e-08) (-1.36562536e-18 1.52487797e-19 -1.49530584e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.12         	((1.21256632e+00 -5.04679816e-01 -3.30239373e-19) (2.33279217e-01 -7.04204854e-02 5.17757589e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.37541056e-20 1.87191193e-19 2.75739273e-08) (-1.35036816e-18 1.38472550e-19 -1.88376255e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.176        	((1.20837538e+00 -4.84035820e-01 -3.29740311e-19) (2.33058929e-01 -6.94043791e-02 5.01986281e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((6.06424922e-20 1.86463783e-19 2.77062842e-08) (-1.33639951e-18 1.23754886e-19 -2.25016954e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.231        	((1.20422869e+00 -4.61928931e-01 -3.28943151e-19) (2.32818913e-01 -6.83100350e-02 4.81833855e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.73092002e-20 1.85737770e-19 2.78371991e-08) (-1.32673136e-18 1.09002041e-19 -2.62021000e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.286        	((1.20007545e+00 -4.39582946e-01 -3.28393758e-19) (2.32549800e-01 -6.71517087e-02 4.63312898e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.39544167e-20 1.84994761e-19 2.80117591e-08) (-1.31843895e-18 9.35424335e-20 -2.98471000e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.342        	((1.19546480e+00 -4.16966429e-01 -3.27586883e-19) (2.32279958e-01 -6.59235704e-02 4.47855491e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((5.05584653e-20 1.84188400e-19 2.81458874e-08) (-1.30502604e-18 8.03104932e-20 -3.36148352e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.397        	((1.19128980e+00 -3.94820944e-01 -3.26579133e-19) (2.31995102e-01 -6.46274747e-02 4.43445456e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.72406616e-20 1.83447068e-19 2.83123002e-08) (-1.30065142e-18 7.09233897e-20 -3.74118580e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.453        	((1.18649768e+00 -3.69711718e-01 -3.26310747e-19) (2.31697088e-01 -6.32454667e-02 4.40462610e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((4.34740039e-20 1.82613352e-19 2.84164136e-08) (-1.29930382e-18 6.12739600e-20 -4.11716311e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.508        	((1.18228426e+00 -3.46096941e-01 -3.25568941e-19) (2.31391034e-01 -6.17907710e-02 4.36287503e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.99467254e-20 1.81858120e-19 2.85328821e-08) (-1.29726151e-18 5.17887088e-20 -4.48836789e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.564        	((1.17749596e+00 -3.20623122e-01 -3.24766700e-19) (2.31066391e-01 -6.02566578e-02 4.26386124e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.61236014e-20 1.81022278e-19 2.86643012e-08) (-1.29883124e-18 4.51845050e-20 -4.85475663e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.62         	((1.17277919e+00 -2.95745791e-01 -3.23891087e-19) (2.30720791e-01 -5.86396324e-02 4.15275550e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.24072280e-20 1.80191373e-19 2.87739979e-08) (-1.30076563e-18 3.87463915e-20 -5.19796447e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.676        	((1.16866338e+00 -2.69071572e-01 -3.23074280e-19) (2.30357810e-01 -5.69362715e-02 4.03705156e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.84252262e-20 1.79464112e-19 2.87743576e-08) (-1.30258278e-18 3.20069693e-20 -5.52413929e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.731        	((1.16423746e+00 -2.43240481e-01 -3.22437041e-19) (2.29970184e-01 -5.51571635e-02 3.93597135e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.45632298e-20 1.78711249e-19 2.87241959e-08) (-1.30371371e-18 2.32940936e-20 -5.82698053e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.787        	((1.16002638e+00 -2.16371779e-01 -3.21933162e-19) (2.29608355e-01 -5.33232196e-02 3.84474865e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((2.05462487e-20 1.77987822e-19 2.86918707e-08) (-1.30455275e-18 1.27998778e-20 -6.16413241e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.844        	((1.15571409e+00 -1.89349479e-01 -3.21339972e-19) (2.29249010e-01 -5.14164629e-02 4.06313756e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.64995012e-20 1.77273639e-19 2.85196684e-08) (-1.28356852e-18 -2.13602783e-20 -6.49388801e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.9          	((1.15211419e+00 -1.61996020e-01 -3.20937064e-19) (2.28893930e-01 -4.94327590e-02 4.47447209e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((1.23977090e-20 1.76690055e-19 2.82994415e-08) (-1.25219419e-18 -6.97715300e-20 -6.81751379e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
202.956        	((1.14865604e+00 -1.34145603e-01 -3.20920808e-19) (2.28545525e-01 -4.73914141e-02 4.65124618e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((8.23123321e-21 1.76136962e-19 2.79478409e-08) (-1.23742018e-18 -9.77395204e-20 -7.14552470e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.012        	((1.14518859e+00 -1.05130396e-01 -3.20660291e-19) (2.28183932e-01 -4.52685109e-02 4.39569326e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((3.86138001e-21 1.75636767e-19 2.73704530e-08) (-1.25383535e-18 -9.14845867e-20 -7.45732652e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.069        	((1.14195920e+00 -7.70641804e-02 -3.19721585e-19) (2.27823624e-01 -4.30887312e-02 3.75470983e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.54205036e-22 1.75171304e-19 2.68668986e-08) (-1.29443495e-18 -5.50068654e-20 -7.76838877e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.126        	((1.13872003e+00 -4.85950185e-02 -3.19357107e-19) (2.27483186e-01 -4.08290400e-02 3.13790052e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.64750006e-21 1.74730737e-19 2.62169966e-08) (-1.33482209e-18 -2.11513004e-20 -8.06520198e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.182        	((1.13589873e+00 -1.92573453e-02 -3.19068067e-19) (2.27171174e-01 -3.85460699e-02 2.49846545e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.09079162e-21 1.74386258e-19 2.54665945e-08) (-1.37412618e-18 1.53677856e-20 -8.38248911e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.239        	((1.13345686e+00 9.84320121e-03 -3.18640760e-19) (2.26863485e-01 -3.62284776e-02 2.00219668e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.35036652e-20 1.74129958e-19 2.45933614e-08) (-1.40360715e-18 4.01379254e-20 -8.69822290e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.296        	((1.13210580e+00 3.92937795e-02 -3.18463697e-19) (2.26542116e-01 -3.38507989e-02 1.66258774e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.79859480e-20 1.74089621e-19 2.35319026e-08) (-1.42159805e-18 5.17287575e-20 -8.97609184e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.353        	((1.13049937e+00 6.97118091e-02 -3.18498886e-19) (2.26261815e-01 -3.14143960e-02 1.36788618e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.26105270e-20 1.73997131e-19 2.24052135e-08) (-1.43852624e-18 6.00221940e-20 -9.26866535e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.41         	((1.12854683e+00 9.81770054e-02 -3.18471413e-19) (2.25993388e-01 -2.89184247e-02 1.25445590e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-2.69615140e-20 1.73910775e-19 2.11494563e-08) (-1.45386023e-18 4.97520179e-20 -9.55040829e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.467        	((1.12757247e+00 1.27982487e-01 -3.18877975e-19) (2.25756734e-01 -2.63736965e-02 1.16396074e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.15462066e-20 1.74010809e-19 1.96900256e-08) (-1.47075896e-18 3.62093606e-20 -9.83318699e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.525        	((1.12649390e+00 1.58077351e-01 -3.18642893e-19) (2.25515439e-01 -2.37778795e-02 1.01478563e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-3.61769054e-20 1.74091321e-19 1.81143265e-08) (-1.48869888e-18 2.75881739e-20 -1.01091105e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.582        	((1.12636101e+00 1.87774800e-01 -3.18737869e-19) (2.25273730e-01 -2.11202353e-02 8.14542136e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.07520277e-20 1.74336811e-19 1.63529488e-08) (-1.50510475e-18 2.28898291e-20 -1.03496570e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.64         	((1.12665316e+00 2.16015319e-01 -3.18841691e-19) (2.25070050e-01 -1.84160883e-02 8.63638232e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.51501297e-20 1.74745691e-19 1.45049938e-08) (-1.51029716e-18 -3.21198043e-21 -1.05767420e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.697        	((1.12675341e+00 2.46224065e-01 -3.18959229e-19) (2.24890895e-01 -1.56659875e-02 1.08858236e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-4.98122343e-20 1.75010657e-19 1.24528500e-08) (-1.50934387e-18 -4.50763515e-20 -1.07920324e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.755        	((1.12796923e+00 2.75276966e-01 -3.19554352e-19) (2.24759513e-01 -1.28826166e-02 1.15511300e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.43285742e-20 1.75515436e-19 1.03807250e-08) (-1.50707198e-18 -6.96801454e-20 -1.10048646e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.813        	((1.12934568e+00 3.03717725e-01 -3.20102730e-19) (2.24620279e-01 -1.00906638e-02 1.19238156e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-5.87699470e-20 1.76051389e-19 8.23000053e-09) (-1.49014348e-18 -8.94037124e-20 -1.11978781e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.872        	((1.13051506e+00 3.31424148e-01 -3.20377882e-19) (2.24521288e-01 -7.27544989e-03 1.15903176e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.31172864e-20 1.76579166e-19 5.99232353e-09) (-1.47092655e-18 -1.01327620e-19 -1.13790842e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.93         	((1.13241788e+00 3.60671718e-01 -3.21358415e-19) (2.24444733e-01 -4.44409488e-03 1.00245081e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-6.77063551e-20 1.77238774e-19 3.60997830e-09) (-1.45997781e-18 -1.03006729e-19 -1.15591195e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
203.989        	((1.13444606e+00 3.89504040e-01 -3.22112651e-19) (2.24391524e-01 -1.58813695e-03 8.34912053e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.22403886e-20 1.77920217e-19 1.20963850e-09) (-1.45172557e-18 -1.05526400e-19 -1.17191688e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.047        	((1.13699766e+00 4.16661209e-01 -3.22749359e-19) (2.24365337e-01 1.27938262e-03 6.10376985e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-7.65325419e-20 1.78684307e-19 -1.18857896e-09) (-1.45200613e-18 -1.16881357e-19 -1.18614075e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.106        	((1.13996317e+00 4.43769843e-01 -3.23545462e-19) (2.24363474e-01 4.15218870e-03 4.56045022e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.08283908e-20 1.79526631e-19 -3.58657736e-09) (-1.45385394e-18 -1.34014990e-19 -1.19856933e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.165        	((1.14340705e+00 4.69291120e-01 -3.24153410e-19) (2.24389909e-01 7.00962832e-03 4.36761941e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.48911781e-20 1.80455833e-19 -6.01007702e-09) (-1.45384583e-18 -1.63410710e-19 -1.20966309e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.224        	((1.14712646e+00 4.94262015e-01 -3.24933994e-19) (2.24450548e-01 9.86061036e-03 4.17085651e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-8.88846026e-20 1.81409614e-19 -8.42598710e-09) (-1.45587085e-18 -1.92973702e-19 -1.21929283e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.283        	((1.15062596e+00 5.19227540e-01 -3.25769590e-19) (2.24539504e-01 1.27099598e-02 4.13325228e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.28817918e-20 1.82325085e-19 -1.08085693e-08) (-1.45648525e-18 -2.24778951e-19 -1.22711345e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.343        	((1.15434378e+00 5.44409743e-01 -3.26734220e-19) (2.24657781e-01 1.55523405e-02 3.64160664e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-9.69092791e-20 1.83233127e-19 -1.31008015e-08) (-1.46079369e-18 -2.54043260e-19 -1.23329979e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.402        	((1.15880590e+00 5.67820408e-01 -3.27520500e-19) (2.24801301e-01 1.83558397e-02 2.74528664e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.00678028e-19 1.84287013e-19 -1.55113218e-08) (-1.46811955e-18 -2.79656106e-19 -1.23835234e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.461        	((1.16356048e+00 5.90049524e-01 -3.28556839e-19) (2.24979491e-01 2.11311977e-02 1.22805287e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.04255857e-19 1.85311299e-19 -1.76123180e-08) (-1.47722610e-18 -2.99144394e-19 -1.24128305e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.519        	((1.16800788e+00 6.10536194e-01 -3.29513389e-19) (2.25195021e-01 2.38740812e-02 -2.77565416e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.07568702e-19 1.86261013e-19 -1.98048520e-08) (-1.48857275e-18 -2.93060095e-19 -1.24276163e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.578        	((1.17334911e+00 6.30041543e-01 -3.30593915e-19) (2.25446038e-01 2.65671687e-02 -7.11288256e-20) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.10734518e-19 1.87296161e-19 -2.17508681e-08) (-1.50094040e-18 -2.82812173e-19 -1.24272991e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.637        	((1.17734640e+00 6.49123549e-01 -3.31262194e-19) (2.25714832e-01 2.92095675e-02 -1.11144705e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.13814696e-19 1.88138177e-19 -2.35678474e-08) (-1.51093741e-18 -2.76712200e-19 -1.24121846e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.695        	((1.18261563e+00 6.68225804e-01 -3.32034086e-19) (2.26018435e-01 3.18178555e-02 -1.56407166e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.16903283e-19 1.89148756e-19 -2.54811868e-08) (-1.51884903e-18 -2.65437010e-19 -1.23806121e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.753        	((1.18716551e+00 6.86629017e-01 -3.32975850e-19) (2.26339171e-01 3.43865510e-02 -2.00026948e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.19878723e-19 1.90016799e-19 -2.71579576e-08) (-1.52941540e-18 -2.56494307e-19 -1.23250612e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.811        	((1.19192999e+00 7.02205678e-01 -3.33660083e-19) (2.26661008e-01 3.68925576e-02 -2.32107251e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.22413014e-19 1.90873158e-19 -2.86935302e-08) (-1.54177605e-18 -2.58258038e-19 -1.22526682e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.869        	((1.19663771e+00 7.17554394e-01 -3.34472145e-19) (2.26981087e-01 3.93338926e-02 -2.55827038e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.24910075e-19 1.91701919e-19 -3.02166569e-08) (-1.55621618e-18 -2.67399279e-19 -1.21658155e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.927        	((1.20140727e+00 7.31046312e-01 -3.35251359e-19) (2.27317984e-01 4.17166269e-02 -2.65888317e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.27120526e-19 1.92487783e-19 -3.15182034e-08) (-1.56071193e-18 -2.85607880e-19 -1.20589356e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
204.984        	((1.20651071e+00 7.44071892e-01 -3.36326233e-19) (2.27674474e-01 4.40330765e-02 -2.63171093e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.29258979e-19 1.93293056e-19 -3.26898144e-08) (-1.56057309e-18 -3.13267279e-19 -1.19301504e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.041        	((1.21014634e+00 7.55906174e-01 -3.36910154e-19) (2.28026757e-01 4.62733706e-02 -2.64684414e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.31200335e-19 1.93857184e-19 -3.37319456e-08) (-1.55905398e-18 -3.34848858e-19 -1.17836127e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.099        	((1.21481136e+00 7.65945382e-01 -3.37635606e-19) (2.28389085e-01 4.84431106e-02 -2.69210148e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.32851573e-19 1.94563234e-19 -3.45185888e-08) (-1.55705224e-18 -3.51664372e-19 -1.16219768e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.156        	((1.21861838e+00 7.76495173e-01 -3.37932938e-19) (2.28758584e-01 5.05513375e-02 -2.72636193e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.34576569e-19 1.95123190e-19 -3.52083170e-08) (-1.55516394e-18 -3.68478944e-19 -1.14444353e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.213        	((1.22299102e+00 7.84748695e-01 -3.38621083e-19) (2.29139211e-01 5.25964454e-02 -2.76812685e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.35942127e-19 1.95726743e-19 -3.56711967e-08) (-1.55526232e-18 -3.85025845e-19 -1.12481255e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.27         	((1.22697955e+00 7.92241856e-01 -3.39141686e-19) (2.29526405e-01 5.45677281e-02 -2.71395673e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.37190078e-19 1.96254248e-19 -3.60586748e-08) (-1.55700534e-18 -4.10037661e-19 -1.10324949e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.326        	((1.23098314e+00 7.98104905e-01 -3.39453748e-19) (2.29898378e-01 5.64501056e-02 -2.78470332e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.38178149e-19 1.96773150e-19 -3.62799212e-08) (-1.55724877e-18 -4.21579527e-19 -1.07968774e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.383        	((1.23433386e+00 8.03469254e-01 -3.39689942e-19) (2.30256331e-01 5.82513115e-02 -3.03006241e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.39085775e-19 1.97190523e-19 -3.64352024e-08) (-1.55969711e-18 -4.15244844e-19 -1.05467708e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.44         	((1.23683568e+00 8.07990113e-01 -3.40011316e-19) (2.30601470e-01 5.99732273e-02 -3.26146827e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.39867241e-19 1.97437747e-19 -3.65335265e-08) (-1.56756041e-18 -4.09183715e-19 -1.02806511e-02) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.496        	((1.23971195e+00 8.10753686e-01 -3.40187681e-19) (2.30947605e-01 6.16212741e-02 -3.44016840e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40369340e-19 1.97743747e-19 -3.64747281e-08) (-1.57273008e-18 -4.09567644e-19 -9.99537794e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.552        	((1.24239003e+00 8.13736448e-01 -3.40678193e-19) (2.31287939e-01 6.31938836e-02 -3.75438082e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40891540e-19 1.98018076e-19 -3.63787139e-08) (-1.57837130e-18 -3.94949614e-19 -9.69194369e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.608        	((1.24535796e+00 8.14593033e-01 -3.41410992e-19) (2.31626851e-01 6.46891471e-02 -4.05260512e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.41083521e-19 1.98328376e-19 -3.62311471e-08) (-1.58295493e-18 -3.80145828e-19 -9.37139728e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.664        	((1.24761683e+00 8.14896276e-01 -3.41722480e-19) (2.31951365e-01 6.60959552e-02 -4.31797994e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.41183338e-19 1.98523891e-19 -3.60477085e-08) (-1.58678649e-18 -3.66858928e-19 -9.03734750e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.72         	((1.25014065e+00 8.13914473e-01 -3.42083545e-19) (2.32253530e-01 6.74062788e-02 -4.55819262e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.41080625e-19 1.98748718e-19 -3.57410606e-08) (-1.59001972e-18 -3.54431339e-19 -8.69699743e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.776        	((1.25183605e+00 8.11908538e-01 -3.42070622e-19) (2.32530958e-01 6.86323821e-02 -4.78929650e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40816376e-19 1.98845052e-19 -3.54260179e-08) (-1.59396517e-18 -3.42275531e-19 -8.34266065e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
205.832        	((1.25303753e+00 8.09305298e-01 -3.42538835e-19) (2.32788142e-01 6.97682583e-02 -5.00554985e-19) (0.00000000e+00 0.00000000e+00 0.00000000e+00)) ((-1.40446191e-19 1.98850907e-19 -3.50850227e-08) (-1.59877948e-18 -3.31275878e-19 -7.98230477e-03) (0.00000000e+00 0.00000000e+00 0.00000000e+00))
